text,emotion,processed_text
"em xin góp ý kiến như thế này , nói không phải là nói xấu thầy nhưng thầy dạy rất nhàm chán , thầy chỉ đọc slide rồi về thôi , không cho ví dụ , không hướng dẫn giải bài tập cho sinh viên .",negative,xin góp ý kiến như thế này nói nói xấu thầy nhưng thầy dạy nhàm chán thầy chỉ đọc slide rồi về thôi ví dụ hướng dẫn giải bài tập sinh viên
"môn nhập môn công nghệ phần mềm trước đây thầy thường bắt seminar cho hết giờ , xong rồi có những câu nói gây mất thiện cảm , thiếu trách nhiệm doubledot "" tuần sau thi giữa kỳ ha , nội dung là phần này ha , mấy em xem lại bài ha , không hiểu thì hỏi bạn ha , chúng ta kết thúc ở đây ha "" .",negative,môn nhập môn công nghệ phần mềm trước đây thầy thường bắt seminar hết giờ xong rồi những câu nói gây mất thiện cảm thiếu trách nhiệm doubledot tuần thi kỳ ha nội dung phần ha mấy xem lại bài ha hiểu thì hỏi ha chúng ta kết thúc ha
giảng viên thường xuyên mang ví dụ và vấn đề thực tiễn vào bài giảng .,positive,giảng viên thường xuyên mang ví dụ vấn đề thực tiễn vào bài giảng
cô dạy tận tâm nhiệt tình .,positive,cô dạy tận tâm nhiệt tình
giảng viên rất nhiệt tình chỉ dẫn .,positive,giảng viên nhiệt tình chỉ dẫn
giảng viên hướng dẫn rất nhiệt tình .,positive,giảng viên hướng dẫn nhiệt tình
giải thích thắc mắc của sinh viên .,positive,giải thích thắc mắc sinh viên
giảng lý thuyết buồn ngủ .,negative,giảng lý thuyết buồn ngủ
nên cho kiểm tra theo dạng hiểu hơn là chỉ làm những bài toán .,negative,kiểm tra theo dạng hiểu hơn chỉ làm những bài toán
nên chú trọng vào môn học là hướng đối tượng .,negative,chú trọng vào môn học hướng đối tượng
thầy dạy rất nhiều thứ hay bên cạnh những kiến thức cơ bản !,positive,thầy dạy nhiều thứ hay bên cạnh những kiến thức cơ bản
"mặc dù , có thể cái này sinh viên đang tự hiểu chỉ dùng cho các sắp xếp theo tính thự tự trong các hệ điều hành như về name , size .",neutral,mặc dù có thể cái sinh viên tự hiểu chỉ dùng các sắp xếp theo tính thự tự các hệ điều hành như về name size
cho nghỉ nhiều buổi .,negative,nghỉ nhiều buổi
đi học vào chủ nhật ở trường đại học thể dục thể thao là điều vô lí .,negative,đi học vào chủ nhật trường đại học thể dục thể thao điều vô lí
"chất lượng âm thanh chưa tốt , còn quá rè .",negative,chất lượng âm thanh chưa tốt rè
cô dạy nhiệt tình với sinh viên .,positive,cô dạy nhiệt tình sinh viên
thầy dễ gần với sinh viên .,positive,thầy dễ gần sinh viên
"thầy rất nhiệt tình với lớp , giải đáp mọi thắc mắc của học sinh .",positive,thầy nhiệt tình lớp giải đáp mọi thắc mắc học sinh
em thấy vậy được rồi .,positive,thấy rồi
"thầy dạy kỹ , chi tiết .",positive,thầy dạy kỹ chi tiết
"giảng viên nhiệt tình , tận tâm , chuẩn bị tài liệu đầy đủ .",positive,giảng viên nhiệt tình tận tâm chuẩn bị tài liệu đầy đủ
thầy cần cho bài tập dễ hơn một chút .,negative,thầy bài tập dễ hơn một chút
truyền đạt của thầy hơi khó hiểu .,negative,truyền đạt thầy hơi khó hiểu
cô tính điểm quá trình chưa được tốt .,negative,cô tính điểm quá trình chưa tốt
"đã đổi mới chương trình đột ngột thì không nên đổi cả ngôn ngữ , vì quá khó đối với sinh viên .",negative,đổi mới chương trình đột ngột thì đổi cả ngôn ngữ vì khó đối với sinh viên
học thực hành nhiều hơn .,negative,học thực hành nhiều hơn
"tích cực , chuyên cần , giúp đỡ sinh viên tận tâm .",positive,tích cực chuyên giúp đỡ sinh viên tận tâm
"không thông báo rõ ràng và đầy đủ quy định cụ thể khi cho sinh viên làm đồ án , đến khi chỉ còn một tháng cuối mới nhận được thông báo không được sử dụng một số thư viện ( sinh viên mail hỏi thì mới nhận được thông báo ) dẫn đến khó khăn cho sinh viên dù đã làm xong đồ án và phải làm lại .",negative,thông báo rõ ràng đầy đủ quy định cụ thể khi sinh viên làm đồ án đến khi chỉ một tháng cuối mới nhận thông báo sử dụng một số thư viện sinh viên mail hỏi thì mới nhận thông báo dẫn đến khó khăn sinh viên dù làm xong đồ án làm lại
lớp có một số bạn thi không đậu ở giữa kỳ và được thi lại .,negative,lớp một số thi đậu kỳ thi lại
chương trình còn nặng lý thuyết .,negative,chương trình nặng lý thuyết
phòng wzjwz55 thiết bị thường bị trục trặc .,negative,phòng wzjwz thiết bị thường trục trặc
chưa demo nhiều .,negative,chưa demo nhiều
sự nhiệt tình của giảng viên .,positive,sự nhiệt tình giảng viên
môn học quá nặng cho một ngành không chuyên toán như công nghệ thông tin .,negative,môn học nặng một ngành chuyên toán như công nghệ thông tin
"chương trình dạy và kiến thức của thầy cực kỳ tốt , ứng đáp trôi trải với câu hỏi các bạn sinh viên .",positive,chương trình dạy kiến thức thầy cực kỳ tốt ứng đáp trôi trải câu hỏi các sinh viên
kiểm tra bằng web .,neutral,kiểm tra bằng web
mong muốn của em đó là làm thế nào để bài giảng của giảng viên vừa đào sâu kiến thức lý thuyết vừa đi vào thực tế luôn .,negative,mong muốn làm thế nào để bài giảng giảng viên vừa đào sâu kiến thức lý thuyết vừa đi vào thực tế luôn
giảng viên cũng rất nhiệt tình và quan tâm sinh viên .,positive,giảng viên nhiệt tình quan tâm sinh viên
"giáo viên giảng dạy tận tâm , nhiệt tình .",positive,giáo viên giảng dạy tận tâm nhiệt tình
giảng viên chưa chuẩn bị tốt bài giảng .,negative,giảng viên chưa chuẩn bị tốt bài giảng
thầy thường xuyên nghỉ .,negative,thầy thường xuyên nghỉ
bài giảng thiếu sự thu hút .,negative,bài giảng thiếu sự thu hút
"các hoạt động trao đổi , thảo luận trên moodle hầu như không có , rất hạn chế .",positive,các hoạt động trao đổi thảo luận moodle hầu như hạn chế
cần dạy nhiều hơn vì khi thực hành chủ yếu sinh viên tự thực hành .,negative,dạy nhiều hơn vì khi thực hành chủ yếu sinh viên tự thực hành
"nhiệt tình , tỉ mỉ .",positive,nhiệt tình tỉ mỉ
quạt của phòng bị hư nên học hơi bị nóng .,negative,quạt phòng hư học hơi nóng
"đổi phòng thực hành , máy thực hành bị hư rất nhiều .",negative,đổi phòng thực hành máy thực hành hư nhiều
"đề nghị trường có biện pháp nâng cấp phòng học vì phòng quá dơ , quá bụi , máy chiếu thì có phòng rất tốt nhưng cũng có phòng quá tệ .",negative,đề nghị trường biện pháp nâng cấp phòng học vì phòng dơ bụi máy chiếu thì phòng tốt nhưng phòng tệ
dù đã kiến nghị riêng vói thầy nhưng thầy không thay đổi một cách linh hoạt giúp sinh viên nắm được lý thuyết dễ dàng hơn .,negative,dù kiến nghị riêng vói thầy nhưng thầy thay đổi một cách linh hoạt giúp sinh viên nắm lý thuyết dễ dàng hơn
hoạt động speaking chưa nhiều .,negative,hoạt động speaking chưa nhiều
"phương pháp dạy trực quan , dễ hiểu , có nhiều hoạt động cho sinh viên .",positive,phương pháp dạy trực quan dễ hiểu nhiều hoạt động sinh viên
"vui vẻ , giảng dạy tích cực .",positive,vui vẻ giảng dạy tích cực
thầy dạy hay dễ hiểu !,positive,thầy dạy hay dễ hiểu
tâm sự của một đứa sinh viên bị thầy đánh rớt .,neutral,tâm sự một đứa sinh viên thầy đánh rớt
giảng dạy sinh động giúp sinh viên tiếp thu kiến thức tốt .,positive,giảng dạy sinh động giúp sinh viên tiếp thu kiến thức tốt
thường về trước giờ tan .,negative,thường về giờ tan
"mong giảng viên có thể đưa ra thêm nhiều ví dụ hơn , thú vị hơn nữa .",negative,mong giảng viên có thể đưa ra thêm nhiều ví dụ hơn thú vị hơn nữa
"chấm điểm thực hành cần xem xét , khó đạt điểm cao .",negative,chấm điểm thực hành xem xét khó đạt điểm cao
"giảng viên tận tình chu đáo , truyền đạt dễ hiểu .",negative,giảng viên tận tình chu đáo truyền đạt dễ hiểu
"vui tính , hài hước pha lẫn trong bài giảng của thầy !",positive,vui tính hài hước pha lẫn bài giảng thầy
giúp biết thêm nhiều kiến thức mới .,positive,giúp biết thêm nhiều kiến thức mới
"sử dụng thư viện của standford , dùng các câu lệnh trong đó để áp dụng vào việc phân loại văn bản .",positive,sử dụng thư viện standford dùng các câu lệnh để áp dụng vào việc phân loại văn bản
đồ án thực tế quá khó với sinh viên .,negative,đồ án thực tế khó sinh viên
giọng nói .,neutral,giọng nói
"thay vào đó , nếu cô thêm vào thật nhiều ví dụ , thì bài giảng của cô sẽ sinh động hơn nhiều , để chúng em hiểu sâu vấn đề hơn .",negative,thay vào nếu cô thêm vào thật nhiều ví dụ thì bài giảng cô sinh động hơn nhiều để chúng em hiểu sâu vấn đề hơn
thỉnh thoảng đi hơi trễ .,negative,thỉnh thoảng đi hơi trễ
ít có tương tác với cô .,negative,ít tương tác cô
"mỗi bài học , mỗi buổi học thầy đều liên hệ thực tế với các cách thức mà các công ty bên ngoài thường làm .",positive,mỗi bài học mỗi buổi học thầy liên hệ thực tế các cách thức mà các công ty bên thường làm
cần nhiều bài tập và lời giải chi tiết kèm giáo trình .,negative,nhiều bài tập lời giải chi tiết kèm giáo trình
quá khó khăn trong việc giờ giấc và tác phong .,negative,khó khăn việc giờ giấc tác phong
nội dung bài học và thời gian giảng dạy được đảm bảo .,positive,nội dung bài học thời gian giảng dạy đảm bảo
không chi tiết nhiều về phần bài tập .,negative,chi tiết nhiều về phần bài tập
thầy rất tận tâm và nhiệt tình .,positive,thầy tận tâm nhiệt tình
bài tập khó .,negative,bài tập khó
"bài giảng hay , thiết thực .",positive,bài giảng hay thiết thực
cần cải thiện đề thi thực hành cuối kỳ để sinh viên ở mức trung bình có thể lấy điểm trung bình .,negative,cải thiện đề thi thực hành cuối kỳ để sinh viên mức trung bình có thể lấy điểm trung bình
"phòng học còn bụi và nóng , máy chiếu tuy vẫn nhìn được nhưng như vậy vẫn là mờ , ngồi xa sẽ không thấy .",negative,phòng học bụi nóng máy chiếu tuy vẫn nhìn nhưng như vậy vẫn mờ ngồi xa thấy
"thầy nhiệt tình , năng nổ , vui tính .",positive,thầy nhiệt tình năng nổ vui tính
"cô nói nhiều những vấn đề đơn giản không cần giải thích nữa , cô không đảm bảo thời gian dạy trên lớp , hay đến trễ và sinh viên phải chờ .",negative,cô nói nhiều những vấn đề đơn giản giải thích nữa cô đảm bảo thời gian dạy lớp hay đến trễ sinh viên chờ
nhà trường cần trang bị máy chiếu tốt hơn được không ạ .,negative,nhà trường trang bị máy chiếu tốt hơn
